id,date,username,text,geo,valor,fecha
1244651520357994496,2020-03-30 15:43:41+00:00,AdelGlez,"Como tú? Has publica alguna donación! Publicista que eso es lo que eres! Amancio Ortega El Corte Inglés Mercadona Uber Banco Santander Empresas que se han puesto al servicio de la emergencia, ustedes al servicio de la mentira y justificación, #complices de la mala gestión!",,0,2020/03/30
1244649850395922432,2020-03-30 15:37:03+00:00,fesmcugtaragon,El Corte Inglés aplica otro ERTE para un máximo de 33.000 personas https://www.elconfidencial.com/empresas/2020-03-30/corte-ingles-aplica-erte-maximo-personas_2524231/ vía @elconfidencial,,0,2020/03/30
1244648990358016001,2020-03-30 15:33:38+00:00,kiseki_lloyd,"bueno, de todas formas aun te queda muchas tiendas. por ejemplo el corte ingles y mediamark sacan una burrada de cantidades",,0,2020/03/30
1244648046295744512,2020-03-30 15:29:53+00:00,hipercor,"(2/2) El Corte Inglés (@elcorteingles); y así, los propios hospitales se lo podrán facilitar a su personal sanitario. Por este motivo, debes comunicárselo a la gerencia de tu hospital, para que se te facilite toda la información. ¡Gracias!",,0,2020/03/30
1244647767697436672,2020-03-30 15:28:46+00:00,ultimonomada,"Prefiero que las empresas no tengan que cerrar porque el gobierno no les permite despedir a trabajadores que no están rindiendo, si. Las empresas no son Amancio Ortega y El corte inglés, son esas pequeñas empresas que les ha costado sangre y sudor montarlas a personas normales",,0,2020/03/30
1244647707349856257,2020-03-30 15:28:32+00:00,SoloOfertasyMas,¡Días Flash en Vans en El Corte Inglés! 50% de descuento en ropa y calzado para niños y adultos. ,,0,2020/03/30
1244647674814619654,2020-03-30 15:28:24+00:00,FvvGabriel,Tens razão compas!!!! Mas provei os all black no el corte inglês há uns meses e fiquei tipo ,,-1,2020/03/30
1244647261478555650,2020-03-30 15:26:46+00:00,HazelSora,Ojo! El corte inglés también. Aún hay esperanza ,,0,2020/03/30
1244646863359352832,2020-03-30 15:25:11+00:00,AnaJesuus,El Corte Inglés ahah,,0,2020/03/30
1244646666881437698,2020-03-30 15:24:24+00:00,blogdechollos,¡Días Flash en Vans en El Corte Inglés! 50% de descuento en ropa y calzado para niños y adultos. https://www.blogdechollos.com/?t=195798,,0,2020/03/30
1244644755226742785,2020-03-30 15:16:48+00:00,cfernandezhevia,La web de Carrefour lleva horas caída. El Corte Inglés tiene bloqueada su entrega en el 17 de abril y Día no sabe no contesta. Colapso total on line. ,,0,2020/03/30
1244643546470264832,2020-03-30 15:12:00+00:00,hipercor,"Hola, sentimos las molestias causadas. Debido a la situación en la que nos encontramos, la web está experimentando algunos fallos. Si lo deseas, puedes llamar al 901930930, donde puedes hacer tu pedido telefónicamente si dispones de tarjeta El Corte Inglés. Gracias",,0,2020/03/30
1244643319239639040,2020-03-30 15:11:06+00:00,ElHuffPost,"Dia, Alcampo, Carrefour o El Corte Inglés: los supermercados que permiten hacer compra online ",,0,2020/03/30
1244641178118692865,2020-03-30 15:02:35+00:00,mercepopstar,A.lo mejor .los que no puedan pagar los demas tanby?? zara el corte inglés carrefour Alcampo no pueden pagar el que tiene un bar que ha ganado un pastón tampoco puede pagar ??,,0,2020/03/30
1244640625535967233,2020-03-30 15:00:24+00:00,Ofertaman,"¡¡Chollos!! Selección y análisis de las 10 mejores ""Ofertas del 30 de marzo al 5 de abril"" de El Corte Inglés, con rebajas en tres televisores, dos convertibles, un portátil, una barra de sonido, un altavoz Bluetooth y dos smartwatches: https://www.ofertaman.com/2020/03/top-10-ofertas-del-30-de-marzo-al-5-de-abril-el-corte-ingles.html",,0,2020/03/30
1244640531134775301,2020-03-30 15:00:01+00:00,QueraltoAna,"Lo #RecomiendoLeer Iron Man vs.Emprendedor el libro que habla sobre el cliente del futuro, también disponible en la Casa del Libro y en el Corte Inglés #emprender #emprendedores #emprendedoras #ainderup#startup vía http://bit.ly/2Rz66XD",,0,2020/03/30
1244640418324774914,2020-03-30 14:59:34+00:00,orbitly14,"Mañana sale Persona 5 Royal, el cual me tendre que comprar en digital porque no se si el corte ingles hace envios",,0,2020/03/30
