date,fecha,geo,id,text,username,valor
2020-03-30 16:20:46+00:00,2020/03/30,,1.2446608506710917e+18,"En los supermercados igual,han subido precios a varios artículos, tanto en hiperdino y el corte inglés, doy fe de ello.Encima que la gente está sin trabajo, y con Erte que no saben cuando cobrarán,estos miserables empresarios suben los precios a lo más esencial,la alimentación ",natykira,0.0
2020-03-30 16:00:16+00:00,2020/03/30,,1.2446556914380964e+18,"No, de las grandes seguras es la que quedaría junto a quizás Media Markt, y habrá que ver si El Corte Inglés y/o Xtralife reciben. Carrefour por lo que he leído con las reservas no creo, pero quién sabe.",Espadvance,0.0
2020-03-30 15:59:19+00:00,2020/03/30,,1.2446554535372554e+18,Es decir que tu prefieres que no donen nada. Por cierto el corte ingles esta donando ropa del hospital construido ahora en Ifema y por ejemplo Messi ha donado 1 millon de euros...,Guillee_fcb,0.0
2020-03-30 15:55:24+00:00,2020/03/30,,1.24465447040913e+18,Alguien en El Corte Inglés está descorchando champán acordándose de la decisión de no salir a bolsa. ,mikelillo_1,0.0
2020-03-30 15:54:17+00:00,2020/03/30,,1.2446541884009718e+18,"¡Chollo! Chanclas de dedo Quiksilver desde sólo 4,95€ en El Corte Inglés https://ift.tt/2w4AvYA",soydechollos,0.0
2020-03-30 15:50:56+00:00,2020/03/30,,1.2446533442720236e+18,"Hay que probar en todos los retailers, siempre lo digo. Mucha gente solo piensa en reservar en algunos sitios y lo mejor es probar suerte en todos. TLOU2 la reservé en El Corte Inglés porque sabía que no iba a tener tanto problema como en GAME/Fnac y quería asegurar a muerte",Maukatansky,0.0
2020-03-30 15:46:24+00:00,2020/03/30,,1.244652205623382e+18,El erte lo estan haciendo todo tipo de empresas... desde el barça hasta el corte inglés,Guillee_fcb,0.0
2020-03-30 15:43:41+00:00,2020/03/30,,1.2446515203579945e+18,"Como tú? Has publica alguna donación! Publicista que eso es lo que eres! Amancio Ortega El Corte Inglés Mercadona Uber Banco Santander Empresas que se han puesto al servicio de la emergencia, ustedes al servicio de la mentira y justificación, #complices de la mala gestión!",AdelGlez,0.0
2020-03-30 15:37:03+00:00,2020/03/30,,1.2446498503959224e+18,El Corte Inglés aplica otro ERTE para un máximo de 33.000 personas https://www.elconfidencial.com/empresas/2020-03-30/corte-ingles-aplica-erte-maximo-personas_2524231/ vía @elconfidencial,fesmcugtaragon,0.0
2020-03-30 15:33:38+00:00,2020/03/30,,1.244648990358016e+18,"bueno, de todas formas aun te queda muchas tiendas. por ejemplo el corte ingles y mediamark sacan una burrada de cantidades",kiseki_lloyd,0.0
2020-03-30 15:29:53+00:00,2020/03/30,,1.2446480462957445e+18,"(2/2) El Corte Inglés (@elcorteingles); y así, los propios hospitales se lo podrán facilitar a su personal sanitario. Por este motivo, debes comunicárselo a la gerencia de tu hospital, para que se te facilite toda la información. ¡Gracias!",hipercor,0.0
2020-03-30 15:28:46+00:00,2020/03/30,,1.2446477676974367e+18,"Prefiero que las empresas no tengan que cerrar porque el gobierno no les permite despedir a trabajadores que no están rindiendo, si. Las empresas no son Amancio Ortega y El corte inglés, son esas pequeñas empresas que les ha costado sangre y sudor montarlas a personas normales",ultimonomada,0.0
2020-03-30 15:28:32+00:00,2020/03/30,,1.2446477073498563e+18,¡Días Flash en Vans en El Corte Inglés! 50% de descuento en ropa y calzado para niños y adultos. ,SoloOfertasyMas,0.0
2020-03-30 15:28:24+00:00,2020/03/30,,1.2446476748146196e+18,Tens razão compas!!!! Mas provei os all black no el corte inglês há uns meses e fiquei tipo ,FvvGabriel,-1.0
2020-03-30 15:26:46+00:00,2020/03/30,,1.2446472614785556e+18,Ojo! El corte inglés también. Aún hay esperanza ,HazelSora,0.0
2020-03-30 15:25:11+00:00,2020/03/30,,1.2446468633593528e+18,El Corte Inglés ahah,AnaJesuus,0.0
2020-03-30 15:24:24+00:00,2020/03/30,,1.2446466668814377e+18,¡Días Flash en Vans en El Corte Inglés! 50% de descuento en ropa y calzado para niños y adultos. https://www.blogdechollos.com/?t=195798,blogdechollos,0.0
2020-03-30 15:16:48+00:00,2020/03/30,,1.2446447552267428e+18,La web de Carrefour lleva horas caída. El Corte Inglés tiene bloqueada su entrega en el 17 de abril y Día no sabe no contesta. Colapso total on line. ,cfernandezhevia,0.0
2020-03-30 15:12:00+00:00,2020/03/30,,1.2446435464702648e+18,"Hola, sentimos las molestias causadas. Debido a la situación en la que nos encontramos, la web está experimentando algunos fallos. Si lo deseas, puedes llamar al 901930930, donde puedes hacer tu pedido telefónicamente si dispones de tarjeta El Corte Inglés. Gracias",hipercor,0.0
